UIC|8400370|8400370|8400370|||SBB
UIC|8400379|8400379|8400379|||SBB
UIC|8400380|8400380|8400380|||SBB
UIC|8400382|8400382|8400382|||SBB
UIC|8400384|8400384|8400384|||SBB
UIC|8400386|8400386|8400386|||SBB
UIC|8400387|8400387|8400387|||SBB
UIC|8400389|8400389|8400389|||SBB
UIC|8400390|8400390|8400390|||SBB
UIC|8400394|8400394|8400394|||SBB
UIC|8400395|8400395|8400395|||SBB
UIC|8400399|8400399|8400399|||SBB
UIC|8400400|8400400|8400400|||SBB
UIC|8400403|8400403|8400403|||SBB
UIC|8400404|8400404|8400404|||SBB
UIC|8400405|8400405|8400405|||SBB
UIC|8400406|8400406|8400406|||SBB
UIC|8400409|8400409|8400409|||SBB
UIC|8400417|8400417|8400417|||SBB
UIC|8400419|8400419|8400419|||SBB
UIC|8400424|8400424|8400424|||SBB
UIC|8400426|8400426|8400426|||SBB
UIC|8400427|8400427|8400427|||SBB
UIC|8400428|8400428|8400428|||SBB
UIC|8400430|8400430|8400430|||SBB
UIC|8400432|8400432|8400432|||SBB
UIC|8400433|8400433|8400433|||SBB
UIC|8400434|8400434|8400434|||SBB
UIC|8400435|8400435|8400435|||SBB
UIC|8400436|8400436|8400436|||SBB
UIC|8400438|8400438|8400438|||SBB
UIC|8400446|8400446|8400446|||SBB
UIC|8400449|8400449|8400449|||SBB
UIC|8400450|8400450|8400450|||SBB
UIC|8400451|8400451|8400451|||SBB
UIC|8400452|8400452|8400452|||SBB
UIC|8400454|8400454|8400454|||SBB
UIC|8400455|8400455|8400455|||SBB
UIC|8400457|8400457|8400457|||SBB
UIC|8400460|8400460|8400460|||SBB
UIC|8400466|8400466|8400466|||SBB
UIC|8400467|8400467|8400467|||SBB
UIC|8400468|8400468|8400468|||SBB
UIC|8400469|8400469|8400469|||SBB
UIC|8400470|8400470|8400470|||SBB
UIC|8400472|8400472|8400472|||SBB
UIC|8400475|8400475|8400475|||SBB
UIC|8400477|8400477|8400477|||SBB
UIC|8400480|8400480|8400480|||SBB
UIC|8400482|8400482|8400482|||SBB
UIC|8400483|8400483|8400483|||SBB
UIC|8400486|8400486|8400486|||SBB
UIC|8400487|8400487|8400487|||SBB
UIC|8400489|8400489|8400489|||SBB
UIC|8400490|8400490|8400490|||SBB
UIC|8400494|8400494|8400494|||SBB
UIC|8400495|8400495|8400495|||SBB
UIC|8400496|8400496|8400496|||SBB
UIC|8400497|8400497|8400497|||SBB
UIC|8400498|8400498|8400498|||SBB
UIC|8400499|8400499|8400499|||SBB
UIC|8400501|8400501|8400501|||SBB
UIC|8400506|8400506|8400506|||SBB
UIC|8400507|8400507|8400507|||SBB
UIC|8400508|8400508|8400508|||SBB
UIC|8400509|8400509|8400509|||SBB
UIC|8400513|8400513|8400513|||SBB
UIC|8400515|8400515|8400515|||SBB
UIC|8400517|8400517|8400517|||SBB
UIC|8400518|8400518|8400518|||SBB
UIC|8400519|8400519|8400519|||SBB
UIC|8400520|8400520|8400520|||SBB
UIC|8400521|8400521|8400521|||SBB
UIC|8400523|8400523|8400523|||SBB
UIC|8400524|8400524|8400524|||SBB
UIC|8400525|8400525|8400525|||SBB
UIC|8400526|8400526|8400526|||SBB
UIC|8400529|8400529|8400529|||SBB
UIC|8400530|8400530|8400530|||SBB
UIC|8400531|8400531|8400531|||SBB
UIC|8400533|8400533|8400533|||SBB
UIC|8400534|8400534|8400534|||SBB
UIC|8400537|8400537|8400537|||SBB
UIC|8400538|8400538|8400538|||SBB
UIC|8400542|8400542|8400542|||SBB
UIC|8400543|8400543|8400543|||SBB
UIC|8400544|8400544|8400544|||SBB
UIC|8400545|8400545|8400545|||SBB
UIC|8400547|8400547|8400547|||SBB
UIC|8400548|8400548|8400548|||SBB
UIC|8400549|8400549|8400549|||SBB
UIC|8400551|8400551|8400551|||SBB
UIC|8400553|8400553|8400553|||SBB
UIC|8400554|8400554|8400554|||SBB
UIC|8400555|8400555|8400555|||SBB
UIC|8400561|8400561|8400561|||SBB
UIC|8400564|8400564|8400564|||SBB
UIC|8400565|8400565|8400565|||SBB
UIC|8400566|8400566|8400566|||SBB
UIC|8400567|8400567|8400567|||SBB
UIC|8400569|8400569|8400569|||SBB
UIC|8400570|8400570|8400570|||SBB
UIC|8400572|8400572|8400572|||SBB
UIC|8400574|8400574|8400574|||SBB
UIC|8400575|8400575|8400575|||SBB
UIC|8400576|8400576|8400576|||SBB
UIC|8400578|8400578|8400578|||SBB
UIC|8400582|8400582|8400582|||SBB
UIC|8400583|8400583|8400583|||SBB
UIC|8400591|8400591|8400591|||SBB
UIC|8400592|8400592|8400592|||SBB
UIC|8400594|8400594|8400594|||SBB
UIC|8400596|8400596|8400596|||SBB
UIC|8400597|8400597|8400597|||SBB
UIC|8400598|8400598|8400598|||SBB
UIC|8400599|8400599|8400599|||SBB
UIC|8400600|8400600|8400600|||SBB
UIC|8400603|8400603|8400603|||SBB
UIC|8400606|8400606|8400606|||SBB
UIC|8400607|8400607|8400607|||SBB
UIC|8400613|8400613|8400613|||SBB
UIC|8400614|8400614|8400614|||SBB
UIC|8400615|8400615|8400615|||SBB
UIC|8400617|8400617|8400617|||SBB
UIC|8400618|8400618|8400618|||SBB
UIC|8400619|8400619|8400619|||SBB
UIC|8400620|8400620|8400620|||SBB
