CODE_VALUE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE	LATITUDE	LONGITUDE	GENERIC_LOCATION_CODE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE		COUNTRY_CODE	STATUS_CODE
915014	Wien Weiglgasse	26	481114N	161918E	915014	Wien Weiglgasse	26		AT	1
915015	Wien Hollergasse	26	481111N	161928E	915015	Wien Hollergasse	26		AT	1
915016	Wien Grimmgasse	29	481113N	161941E	915016	Wien Grimmgasse	29		AT	1
915017	Wien Schweglerstraße (Stättermayergasse)	26	481153N	161939E	915017	Wien Schweglerstraß	26		AT	1
915018	Wien Vogelweidplatz/Stadthalle	26	481216N	161953E	915018	Wien Vogelweidplatz	26		AT	1
915019	Wien Stiegergasse (Sechshauser Straße 32)	26	481118N	162002E	915019	Wien Stiegergasse (	26		AT	1
915020	Wien Henriettenplatz (Geibelgasse)	26	481125N	161955E	915020	Wien Henriettenplat	26		AT	1
915021	Wien Henriettenplatz (Arnsteingasse)	26	481124N	161953E	915021	Wien Henriettenplat	26		AT	1
915022	Wien Grenzgasse	29	481136N	161947E	915022	Wien Grenzgasse	29		AT	1
915023	Wien Mariahilfer Straße/Arnsteingasse	26	481130N	161952E	915023	Wien Mariahilfer St	26		AT	1
915024	Wien Westbahnhof (Gerstnerstraße)	26	481144N	162018E	915024	Wien Westbahnhof (G	26		AT	1
915025	Wien Staglgasse	29	481139N	162007E	915025	Wien Staglgasse	29		AT	1
915026	Wien Kranzgasse	26	481130N	161955E	915026	Wien Kranzgasse	26		AT	1
915027	Wien Rustengasse	29	481129N	161939E	915027	Wien Rustengasse	29		AT	1
915028	Wien Rudolfsheim Anschützgasse (Mariahilfer Str.)	26	481125N	161923E	915028	Wien Rudolfsheim An	26		AT	1
915029	Wien Winckelmannstraße (Schwendergasse 61)	26	481124N	161915E	915029	Wien Winckelmannstr	26		AT	1
915030	Wien Possingergasse/Gablenzgasse (Minciostraße)	26	481225N	161853E	915030	Wien Possingergasse	26		AT	1
915031	Wien Possingergasse/Gablenzgasse (Zagorskigasse)	26	481224N	161856E	915031	Wien Possingergasse	26		AT	1
915032	Wien Possingergasse/Gablenzgasse (Auf der Schmelz)	26	481223N	161902E	915032	Wien Possingergasse	26		AT	1
915033	Wien Auf derSchmelz	26	481213N	161900E	915033	Wien Auf derSchmelz	26		AT	1
915034	Wien Minciostraße	26	481211N	161847E	915034	Wien Minciostraße	26		AT	1
915035	Wien Johnstraße/Märzstraße	29	481146N	161906E	915035	Wien Johnstraße/Mär	29		AT	1
915036	Wien Schweglerstraße (Goldschlagstraße)	26	481148N	161941E	915036	Wien Schweglerstraß	26		AT	1
915037	Wien Schweglerstraße (Märzstraße)	26	481154N	161943E	915037	Wien Schweglerstraß	26		AT	1
915038	Wien Schmelzbrücke	29	481146N	161947E	915038	Wien Schmelzbrücke	29		AT	1
915039	Wien Schanzstraße/Akkonplatz	29	481204N	161852E	915039	Wien Schanzstraße/A	29		AT	1
915040	Wien Westbahnhof (Innerer Neubaugürtel)	26	481148N	162023E	915040	Wien Westbahnhof (I	26		AT	1
915041	Wien Sechshauser Gürtel (Linke Wienzeile)	26	481118N	162017E	915041	Wien Sechshauser Gü	26		AT	1
915042	Wien Westbahnhof (Schleife Süd)	26	481147N	162021E	915042	Wien Westbahnhof (S	26		AT	1
915043	Wien Westbahnhof (Schleife Nord)	26	481150N	162020E	915043	Wien Westbahnhof (S	26		AT	1
915044	Wien Hütteldorfer Straße/Johnstraße	26	481159N	161909E	915044	Wien Hütteldorfer S	26		AT	1
915045	Wien Johnstraße (Meiselmarkt)	26	481156N	161908E	915045	Wien Johnstraße (Me	26		AT	1
915046	Wien Johnstraße (Meiselstraße)	26	481152N	161908E	915046	Wien Johnstraße (Me	26		AT	1
915047	Wien Schönbrunn (Linke Wienzeile)	26	481110N	161912E	915047	Wien Schönbrunn (Li	26		AT	1
915048	Wien Brüßlgasse (Gablenzgasse)	26	481222N	161913E	915048	Wien Brüßlgasse (Ga	26		AT	1
915049	Wien Moeringgasse	26	481215N	162002E	915049	Wien Moeringgasse	26		AT	1
915050	Wien Westbahnhof (Europaplatz)	26	481149N	162018E	915050	Wien Westbahnhof (E	26		AT	1
915051	Wien Fünfhausgasse	29	481121N	162008E	915051	Wien Fünfhausgasse	29		AT	1
915052	Wien Westbahnhof (Äußerer Neubaugürtel)	26	481150N	162018E	915052	Wien Westbahnhof (Ä	26		AT	1
915053	Wien Westbahnhof (Neubaugürtel Mitte/Osteingang)	26	481149N	162022E	915053	Wien Westbahnhof (N	26		AT	1
915054	Wien Westbahnhof (Gerstnerstraße)	26	481144N	162019E	915054	Wien Westbahnhof (G	26		AT	1
915055	Wien Stiegergasse (Sechshauser Straße 23)	26	481117N	162001E	915055	Wien Stiegergasse (	26		AT	1
915056	Wien Stiegergasse (Sechshauser Straße 29)	26	481117N	161958E	915056	Wien Stiegergasse (	26		AT	1
909021	Wien Sensengasse	26	481314N	162120E	909021	Wien Sensengasse	26		AT	1
5102479	Nowosielce	29	493346N	220504E	5108365	Nowosielce	29		PL	1
5102480	Nowy Sacz Jamnica	29	493513N	204439E	5108214	Nowy Sacz Jamnica	29		PL	1
5102481	Nowa Sarzyna Kolonia	29	501952N	222009E	5108325	Nowa Sarzyna Koloni	29		PL	1
5102482	Nowe Skalmierzyce	29	514229N	175954E	5104520	Nowe Skalmierzyce	29		PL	1
5102484	Nowa Sarzyna	29	501912N	222053E	5108324	Nowa Sarzyna	29		PL	1
5102486	Nowy Swietow	29	502232N	172225E	5105662	Nowy Swietow	29		PL	1
5102487	Nietkowice	29	520325N	152107E	5102753	Nietkowice	29		PL	1
5102490	Nurzec	29	522737N	230459E	5102535	Nurzec	29		PL	1
5102491	Nowy Widzim	29	520454N	160830E	5104327	Nowy Widzim	29		PL	1
5102492	Nowa Wies Warszawska	29	520826N	204744E	5103518	Nowa Wies Warszawsk	29		PL	1
5102493	Nowa Wies Cierpkie	29	540129N	193923E	5101092	Nowa Wies Cierpkie	29		PL	1
5102494	Nowogrod Osiedle	29	514747N	151335E	5102791	Nowogrod Osiedle	29		PL	1
5102495	Nowa Wies Elcka	29	534612N	221915E	5101228	Nowa Wies Elcka	29		PL	1
5102497	Nowa Wies Wielka	29	525810N	180547E	5101905	Nowa Wies Wielka	29		PL	1
5102499	Nowa Wies Legnicka	29	511032N	161121E	5105315	Nowa Wies Legnicka	29		PL	1
5102500	Nowawies Mochy	29	520053N	161257E	5104329	Nowawies Mochy	29		PL	1
5102504	Nawra	29	531211N	182907E	5102044	Nawra	29		PL	1
5102507	Nowiny	29	502657N	230829E	5106627	Nowiny	29		PL	1
5102511	Nowy Lupkow	29	491507N	220500E	51G0103	Nowy Lupkow	29		PL	1
5102512	Nowy Nurzec	29	522822N	231037E	5102534	Nowy Nurzec	29		PL	1
5102513	Nowy Solec	29	520149N	161143E	5104328	Nowy Solec	29		PL	1
5102514	Nowy Tomysl	29	521815N	160759E	5102621	Nowy Tomysl	29		PL	1
5102515	Nowy Zagorz	29	493111N	221543E	5108378	Nowy Zagorz	29		PL	1
5102516	Pierwoszow	29	511517N	170558E	5102516	Pierwoszow	29		PL	1
5102522	Obrowo	29	525806N	185259E	5101996	Obrowo	29		PL	1
5102523	Oborzyska Stare	29	520640N	164208E	5104343	Oborzyska Stare	29		PL	1
5102524	Obra Stara	29	515319N	172659E	5104622	Obra Stara	29		PL	1
5102527	Ociaz	29	514208N	175604E	5104522	Ociaz	29		PL	1
5102529	Ostrowki k.Chodziezy	29	525602N	165535E	5101617	Ostrowki k.Chodziez	29		PL	1
5102538	Odolanow	29	513429N	174005E	5104605	Odolanow	29		PL	1
5102540	Ognica	29	531858N	152714E	5100245	Ognica	29		PL	1
5102541	Ogrodniki	29	520003N	231424E	5104095	Ogrodniki	29		PL	1
5102544	Ograszka	29	525417N	190143E	5101998	Ograszka	29		PL	1
5102545	Opole Grotowice	29	503635N	175832E	5106203	Opole Grotowice	29		PL	1
5102548	Osielec	29	494029N	194524E	5107856	Osielec	29		PL	1
5102549	Ostrowite k. Jablon.	29	532602N	191605E	5102106	Ostrowite k. Jablon	29		PL	1
5102554	Okmiany	29	511615N	154643E	5105403	Okmiany	29		PL	1
5102556	Okonek	29	533116N	164952E	5100323	Okonek	29		PL	1
5102557	Okraglica	29	512613N	151053E	5105204	Okraglica	29		PL	1
5102559	Okrzeja	29	514404N	220823E	5104016	Okrzeja	29		PL	1
5102560	Olawa	29	505551N	171750E	5105827	Olawa	29		PL	1
5102567	Olszyna Lubanska	29	510411N	152248E	5105258	Olszyna Lubanska	29		PL	1
5102569	Olszanka	29	504737N	172839E	5106216	Olszanka	29		PL	1
5102573	Olkusz	29	501627N	193423E	5107429	Olkusz	29		PL	1
5102574	Oleszyce	29	500925N	230210E	5108477	Oleszyce	29		PL	1
5102575	Olza	29	495737N	182019E	5106850	Olza	29		PL	1
5102577	Ozarow Mazowiecki	29	521227N	204746E	5103434	Ozarow Mazowiecki	29		PL	1
5102578	Ostromecko	29	530838N	181253E	5101859	Ostromecko	29		PL	1
5102584	Osowiec	29	532820N	223929E	5102415	Osowiec	29		PL	1
5102585	Ostrowy	29	521758N	191127E	5103227	Ostrowy	29		PL	1
5102586	Opacz	29	521053N	205417E	5103507	Opacz	29		PL	1
5102587	Opole Wschodnie	29	504029N	175601E	5106100	Opole Wschodnie	29		PL	1
5102588	Opole Groszowice	29	503810N	175719E	5106200	Opole Groszowice	29		PL	1
5102589	Opole Goslawice	29	504032N	175920E	5106086	Opole Goslawice	29		PL	1
5102591	Opalenica	29	521835N	162401E	5102720	Opalenica	29		PL	1
5102592	Opoczno	29	512223N	201617E	5104970	Opoczno	29		PL	1
5102593	Osowiec Przystanek	29	504511N	180236E	5106088	Osowiec Przystanek	29		PL	1
5102595	Opatowek	29	514436N	181328E	5104531	Opatowek	29		PL	1
5102597	Opole Zachodnie	29	503940N	175352E	5106065	Opole Zachodnie	29		PL	1
5102600	Orzesze	29	500917N	184640E	5106900	Orzesze	29		PL	1
5100231	Zdunska Wola	29	513641N	185648E	5101943	Zdunska Wola	29		PL	1
5100232	Zgorzelec Miasto	29	510911N	150112E	5105186	Zgorzelec Miasto	29		PL	1
5100233	Jaroslaw	29	500038N	224040E	5108326	Jaroslaw	29		PL	1
5100234	Przemysl Gl.	29	494701N	224635E	5108440	Przemysl Gl.	29		PL	1
5100235	Czestochowa Stradom	26	504750N	190627E	5106280	Czestochowa Stradom	26		PL	1
5100236	Kluczbork	29	505815N	181203E	5106120	Kluczbork	29		PL	1
5100237	Lubliniec	29	504024N	184124E	5107140	Lubliniec	29		PL	1
5100238	Krakow Prokocim Os.	29	500136N	195954E	5107921	Krakow Prokocim Os.	29		PL	1
5100239	Szczecinek	29	534137N	164219E	5100300	Szczecinek	29		PL	1
5100240	Krakow Plaszow	29	500206N	195830E	5107990	Krakow Plaszow	29		PL	1
5100242	Tuplice	29	514017N	145014E	5104170	Tuplice	29		PL	1
5100243	Zary	29	513805N	150813E	5104155	Zary	29		PL	1
5100244	Krzewina Zgorzelecka	26	510055N	145622E	5105285	Krzewina Zgorzeleck	26		PL	1
5100245	Olesnica Rataje	29	511256N	172152E	5105957	Olesnica Rataje	29		PL	1
5100246	Warszawa Srodmiescie	26	521340N	210003E	5103357	Warszawa Srodmiesci	26		PL	1
5100247	Kamien Pomorski	29	535758N	144627E	5100165	Kamien Pomorski	29		PL	1
5100248	Nidzica	29	532126N	202450E	5102220	Nidzica	29		PL	1
5100250	Dabrowa Gornicza	29	501949N	191108E	5107458	Dabrowa Gornicza	29		PL	1
5100251	Czechowice-Dziedzice	29	495454N	190017E	5107600	Czechowice-Dziedzic	29		PL	1
5100252	Miedzyzdroje	29	535527N	142717E	5100102	Miedzyzdroje	29		PL	1
5100253	Elblag	29	540903N	192500E	5100815	Elblag	29		PL	1
5100254	Naklo nad Notecia	29	530833N	173626E	5101820	Naklo nad Notecia	29		PL	1
5100255	Wroclaw Nadodrze	29	510733N	170156E	5105910	Wroclaw Nadodrze	29		PL	1
5100256	Wielun Dabrowa	29	511423N	183304E	5104567	Wielun Dabrowa	29		PL	1
5100257	Zabrzeg	29	495428N	185621E	5107573	Zabrzeg	29		PL	1
5100258	Kolo	29	521241N	183755E	5103319	Kolo	29		PL	1
5100259	Jelenia Gora	29	505409N	154519E	5105580	Jelenia Gora	29		PL	1
5100260	Tychy	29	500810N	185751E	5107370	Tychy	29		PL	1
5100261	Witnica	29	524003N	145346E	5101404	Witnica	29		PL	1
5100262	Rybnik(PL)	29	500521N	183252E	5106820	Rybnik(PL)	29		PL	1
5100263	Raciborz	29	500525N	181335E	5106870	Raciborz	29		PL	1
5100264	Zebrzydowice	29	495214N	183725E	5107550	Zebrzydowice	29		PL	1
5100276	Tychy Lodowisko	29	500628N	190003E	5100276	Tychy Lodowisko	29		PL	1
5100277	Tychy Gr. Roweckiego	29	500650N	185911E	5100277	Tychy Gr. Roweckieg	29		PL	1
5100278	Tychy Al. Bielska	29	500703N	185857E	5100278	Tychy Al. Bielska	29		PL	1
5100279	Wieliczka Bogucice	29	495955N	200208E	5100279	Wieliczka Bogucice	29		PL	1
5100280	Gdansk Stadion Expo	29	542319N	183803E	5100280	Gdansk Stadion Expo	29		PL	1
5100294	Skierniewice	29	515802N	200859E	5104700	Skierniewice	29		PL	1
5100295	Dabroszyn	29	523704N	144229E	5101406	Dabroszyn	29		PL	1
5100296	Kamien Maly	29	523831N	144651E	5101405	Kamien Maly	29		PL	1
5100297	Nowiny Wielkie	29	524022N	150011E	5101403	Nowiny Wielkie	29		PL	1
5100298	Bogdaniec	29	524121N	150443E	5101402	Bogdaniec	29		PL	1
5100299	Lupowo	29	524202N	150722E	5101401	Lupowo	29		PL	1
5100301	Trakiszki	29	541422N	231230E	5101287	Trakiszki	29		PL	1
5100302	Braniewo	29	542316N	195025E	5101125	Braniewo	29		PL	1
5100303	Chelm	29	510828N	232939E	5105090	Chelm	29		PL	1
5100304	Chojnice	29	534119N	173436E	5101560	Chojnice	29		PL	1
5100305	Elk	29	534930N	222144E	5101180	Elk	29		PL	1
5100306	Jaslo	29	494420N	212821E	5108341	Jaslo	29		PL	1
5100307	Krotoszyn	29	514205N	172533E	5104400	Krotoszyn	29		PL	1
5100309	Maldyty	29	535515N	194411E	5101098	Maldyty	29		PL	1
5100310	Morag	29	535508N	195520E	5101090	Morag	29		PL	1
5100311	Paslek	29	540333N	193919E	5101093	Paslek	29		PL	1
5100312	Sanok	29	493312N	221239E	5108360	Sanok	29		PL	1
5100313	Stalowa Wola	29	503346N	220339E	5106503	Stalowa Wola	29		PL	1
5100314	Stalowa Wola Rozwaduv	29	503529N	220231E	5106500	Stalowa Wola Rozwad	29		PL	1
5100315	Wloclawek	29	523909N	190333E	5102160	Wloclawek	29		PL	1
5100316	Bielsko Biala Glowna	29	494951N	190244E	5107610	Bielsko Biala Glown	29		PL	1
5100319	Bedow	29	520421N	151849E	5102752	Bedow	29		PL	1
5100320	Hordziezka	29	514517N	220939E	5104014	Hordziezka	29		PL	1
5100322	Wolka Kanska	29	510742N	230359E	5105083	Wolka Kanska	29		PL	1
5100323	Legionowo Piaski	29	522445N	205634E	5103652	Legionowo Piaski	29		PL	1
5100324	Zugienie	29	541529N	200528E	5101132	Zugienie	29		PL	1
5100326	Glowno	29	515741N	194210E	5104686	Glowno	29		PL	1
5100327	Mieszaki	29	525013N	194443E	5103282	Mieszaki	29		PL	1
5100328	Tarnowiec Brzeski	29	505448N	173910E	5106114	Tarnowiec Brzeski	29		PL	1
5100330	Pruszkow	26	521006N	204758E	5103410	Pruszkow	26		PL	1
5100331	Tomaszow Mazow.	29	513254N	200157E	5104760	Tomaszow Mazow.	29		PL	1
5100332	Trzciniec(Bydgoszczy)	29	530508N	175654E	5101856	Trzciniec(Bydgoszcz	29		PL	1
5100334	Antoniowka	29	512529N	211643E	5104876	Antoniowka	29		PL	1
5100335	Lodz Andrzejow	29	514427N	193704E	5104649	Lodz Andrzejow	29		PL	1
5100336	Andrychow Gornica	29	495130N	191928E	5107626	Andrychow Gornica	29		PL	1
5100337	Anieliny	29	530744N	172910E	5101824	Anieliny	29		PL	1
5100338	Andrzejowka	29	492030N	204912E	5108254	Andrzejowka	29		PL	1
5100339	Aleksandrow Kujawski	29	525232N	184148E	5102150	Aleksandrow Kujawsk	29		PL	1
5100340	Andrychow	29	495120N	192108E	5107627	Andrychow	29		PL	1
5100342	Antonin	29	513057N	175129E	5104601	Antonin	29		PL	1
5100344	Augustow Port	29	535143N	230016E	5101295	Augustow Port	29		PL	1
5100345	Arcelin	29	523935N	201908E	5103677	Arcelin	29		PL	1
